SUG_DEREH,SEMEL_YISHUV,REHOV1,REHOV2,ZOMET_IRONI,KVISH1,KVISH2,KM,ZOMET_LO_IRONI,YEHIDA,HODESH_TEUNA,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,SUG_TEUNA,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,MEZEG_AVIR,PNE_KVISH,SUG_EZEM,MERHAK_EZEM,LO_HAZA,OFEN_HAZIYA,MEKOM_HAZIYA,KIVUN_HAZIYA,MAHOZ,NAFA,EZOR_TIVI,MAAMAD_MINIZIPALI,ZURAT_ISHUV,STATUS_IGUN,X,Y,T,HUMRAT_TEUNA
2,70,256,0,0,0,0,0,0,38,4,93,4,5,1,10,3,0,1,1,0,3,1,9,9,9,9,0,0,9,6,61,613,0,13,3,164842,632868,0,2
2,240,210,0,0,0,0,0,0,14,10,81,4,5,5,2,3,0,4,1,3,3,1,1,9,9,9,0,0,9,2,23,235,0,16,3,208899,727695,1,2
4,0,0,0,0,412,0,170,0,20,7,95,4,5,6,10,3,0,3,1,2,3,1,1,9,9,9,0,0,9,4,43,432,99,99,1,185255,657743,1,2
4,0,0,0,0,4,0,1440,0,51,7,80,4,5,1,3,0,2,4,1,3,3,1,1,9,9,9,0,0,9,4,11,411,99,99,1,190775,689685,1,2
2,240,160,0,0,0,0,0,0,14,12,71,4,5,1,1,2,0,1,1,3,3,1,1,9,9,9,3,3,2,2,23,235,0,16,3,210288,729310,1,2
2,6900,270,0,0,0,0,0,0,51,2,73,4,5,2,1,0,3,1,1,2,3,1,1,9,9,9,3,9,2,4,42,421,0,14,1,193685,675732,1,2
4,0,0,0,0,60,0,60,0,34,11,93,4,5,3,4,3,0,5,1,3,3,1,1,9,9,9,0,0,9,6,62,623,99,99,1,185222,575729,1,2
2,481,0,0,0,0,0,0,0,12,3,83,4,5,1,2,3,0,1,1,3,1,1,1,9,9,9,0,0,9,2,22,222,99,26,2,238897,754717,1,2
2,2650,349,0,0,0,0,0,0,20,3,21,4,5,1,1,3,0,1,1,3,3,2,1,9,9,9,1,2,1,5,51,511,0,16,1,186886,670694,1,1
2,7900,107,0,0,0,0,0,0,51,7,89,4,5,4,4,2,0,1,1,3,3,1,1,9,9,9,0,0,9,4,42,422,0,13,1,189626,666574,1,2
4,0,0,0,0,4,0,1410,0,51,3,96,4,5,5,2,0,2,5,1,3,3,1,1,9,9,9,0,0,9,4,41,411,99,99,1,190292,686716,1,2
2,2710,6546,0,0,0,0,0,0,12,10,94,2,5,3,9,0,5,1,4,2,1,1,1,9,9,9,0,0,9,3,32,323,0,25,3,213379,714223,0,2
4,0,0,0,0,784,0,60,0,12,1,73,4,5,1,2,3,0,2,1,3,3,1,1,9,9,9,0,0,9,2,24,241,99,99,1,223988,745924,1,2
4,0,0,0,0,60,0,810,0,61,1,94,4,5,4,5,2,0,4,1,3,3,1,1,9,9,9,0,0,9,7,77,77,99,99,1,216352,624163,1,2
4,0,0,0,0,2,0,400,0,51,5,83,4,5,5,3,0,2,6,1,3,3,1,1,9,9,9,0,0,9,4,41,411,99,99,1,187083,688668,1,2
2,9000,884,0,0,0,0,0,0,34,9,15,4,5,7,1,3,0,1,1,3,4,1,1,9,9,9,0,0,9,6,62,623,0,13,3,181196,570033,1,1
2,8300,150,0,0,0,0,0,0,52,1,77,4,5,3,1,1,0,1,0,2,3,1,1,9,9,9,3,3,2,4,44,442,0,13,3,179302,653680,1,2
4,0,0,0,0,65,0,10,0,12,11,72,4,5,6,10,0,3,5,1,3,3,1,1,9,9,9,0,0,9,3,32,324,99,99,1,191616,708096,1,2
2,8900,0,0,0,0,0,0,0,12,4,5,4,5,2,5,3,0,1,0,2,3,2,2,9,9,9,0,0,9,2,24,241,0,26,2,218122,751055,1,2
4,0,0,0,0,3,0,2380,0,38,3,90,1,5,5,5,0,2,2,0,3,1,4,1,9,9,9,0,0,9,6,11,611,99,99,1,172844,623378,1,2
2,7400,418,0,0,0,0,0,0,51,11,77,4,5,5,1,0,1,1,1,3,3,1,1,9,9,9,2,2,2,4,41,411,0,13,1,186991,692714,1,2
2,492,0,0,0,0,0,0,0,12,4,88,4,5,6,5,1,0,1,1,2,3,1,1,9,9,9,0,0,9,2,24,241,99,28,2,234794,752008,1,2
2,1139,152,0,0,0,0,0,0,12,11,80,4,5,4,5,3,0,1,1,2,3,1,1,9,9,9,0,0,9,2,24,242,0,16,3,230719,759139,1,2
1,6700,323,275,8090006,0,0,0,0,12,3,71,4,5,6,2,0,2,1,1,3,3,1,1,9,9,9,0,0,9,2,22,221,0,16,1,249061,744954,1,2
4,0,0,0,0,3855,0,60,0,61,3,91,4,5,4,1,0,2,3,1,2,3,1,6,9,9,9,3,3,2,1,11,112,99,99,1,200307,628248,1,1
4,0,0,0,0,886,0,440,0,12,3,75,4,5,4,5,2,0,4,1,4,3,1,1,9,9,9,0,0,9,2,12,212,99,99,1,244839,769779,1,2
4,0,0,0,0,574,0,130,0,12,10,3,1,5,3,10,0,3,1,1,3,3,1,1,9,9,9,0,0,9,3,32,324,99,99,1,203750,703320,1,2
4,0,0,0,0,34,0,120,0,38,9,4,1,5,2,10,0,1,1,1,3,3,1,1,3,9,9,0,0,9,6,61,614,99,99,1,160048,604649,1,2
2,7100,740,0,0,0,0,0,0,38,11,72,4,5,2,2,0,1,3,1,3,3,1,1,9,9,9,0,0,9,6,61,614,0,14,3,157625,615733,1,2
4,0,0,0,0,264,0,2080,0,34,1,88,4,5,5,2,2,0,4,1,3,5,1,1,9,9,9,0,0,9,6,21,621,99,99,1,177517,594141,0,1
4,0,0,0,0,85,0,100,0,12,8,81,4,5,6,3,0,2,4,1,3,3,1,1,9,9,9,0,0,9,2,24,242,99,99,1,217658,757581,1,2
4,0,0,0,0,866,0,340,0,12,10,13,2,5,3,2,0,2,2,1,4,3,1,1,9,9,9,0,0,9,2,12,212,99,99,1,240284,760218,1,2
4,0,0,0,0,4313,0,60,0,52,2,89,4,5,3,4,0,3,3,1,2,3,9,1,9,9,9,0,0,9,4,43,432,99,99,1,185393,650733,1,1
2,3000,4773,0,0,0,0,0,0,61,1,74,4,5,6,3,0,2,3,1,3,3,1,1,9,9,9,0,0,9,1,11,111,0,12,3,220191,634956,1,2
2,6000,0,0,0,0,0,0,0,12,2,83,4,5,4,8,3,0,1,1,2,4,1,1,6,9,9,0,0,9,3,32,324,0,26,2,204157,702852,1,2
2,3000,4359,0,0,0,0,0,0,61,12,78,4,5,5,10,1,0,1,1,3,3,1,1,9,9,9,0,0,9,1,11,111,0,12,3,223579,633304,1,2
1,7000,115,164,12840014,0,0,0,0,52,11,81,4,5,5,5,1,0,1,1,3,3,1,1,9,9,9,0,0,9,4,43,432,0,15,1,190464,651699,1,2
4,0,0,0,0,672,0,350,0,11,5,89,4,5,1,5,3,0,3,1,1,3,1,9,9,9,9,0,0,9,3,31,311,99,99,1,206594,734982,1,2
2,9000,263,0,0,0,0,0,0,34,5,81,4,5,7,1,0,3,2,1,4,3,1,1,9,9,9,2,2,1,6,62,623,0,13,3,179916,574693,1,0
2,9000,359,0,0,0,0,0,0,34,1,95,4,5,7,1,3,0,2,0,2,3,1,1,9,9,7,0,0,9,6,62,623,0,13,3,175434,572332,1,2
2,7400,607,0,0,0,0,0,0,51,7,87,4,5,4,2,0,3,1,1,2,3,1,1,9,9,9,0,0,9,4,41,411,0,13,3,187453,690970,1,2
4,0,0,0,0,25,0,1930,0,34,1,88,4,5,6,3,0,5,5,1,3,3,1,1,9,9,9,0,0,9,6,22,622,99,99,1,171763,581182,1,2
4,0,0,0,0,574,0,100,0,12,12,77,4,5,7,5,2,0,4,1,3,3,1,2,9,9,9,0,0,9,3,32,324,99,99,1,204850,700759,1,2
4,0,0,0,0,672,0,220,0,14,12,91,4,5,2,2,0,1,4,1,4,3,1,1,9,9,9,0,0,9,2,23,235,99,99,1,207307,726545,1,2
1,7400,417,328,8620023,0,0,0,0,51,2,70,4,5,2,1,0,2,1,1,3,3,1,1,9,9,9,3,4,1,4,41,411,0,13,1,186970,693527,1,2
4,0,0,0,0,31,0,170,0,34,4,82,2,5,5,2,2,0,4,1,3,3,1,1,9,9,9,0,0,9,6,23,623,99,99,1,190511,579448,1,2
2,1724,0,0,0,0,0,0,0,12,7,91,4,5,3,2,3,0,1,1,4,3,1,1,9,9,9,0,0,9,2,24,241,56,52,2,225881,752491,1,2
1,6500,713,736,190008,0,0,0,0,12,1,75,4,5,4,1,0,3,1,1,2,3,2,2,9,9,9,4,3,2,3,32,324,0,15,1,192212,704397,1,2
4,0,0,0,0,90,0,4180,0,12,3,87,4,5,7,2,2,0,4,0,3,3,1,9,9,9,9,0,0,9,2,22,221,99,99,1,249399,746123,1,2
4,0,0,0,0,70,0,509,0,12,12,89,4,5,5,3,1,0,6,1,4,3,1,1,9,9,9,0,0,9,3,11,311,99,99,1,213533,744206,1,1
1,5000,934,0,0,0,0,0,0,20,3,7,4,5,4,1,0,2,1,1,4,3,1,1,9,9,9,1,4,2,5,51,511,0,13,3,179663,665826,1,2
2,5000,1994,0,0,0,0,0,0,20,10,89,4,5,2,1,3,0,1,1,3,3,1,1,9,9,9,3,2,2,5,51,511,0,13,1,176073,660138,1,2
2,534,165,0,0,0,0,0,0,11,6,92,2,5,7,5,1,0,1,1,3,3,1,1,9,9,9,0,0,9,3,31,311,99,27,2,206374,735859,1,2
4,0,0,0,0,854,0,30,0,12,1,81,4,5,6,2,2,0,4,1,3,3,1,1,9,9,9,0,0,9,2,24,242,99,99,1,229153,760566,0,2
2,7200,230,0,0,0,0,0,0,52,3,75,4,5,5,1,0,3,1,1,2,3,1,1,9,9,9,0,0,9,4,44,442,0,16,3,180558,648829,1,2
2,139,0,0,0,0,0,0,0,12,2,82,4,5,1,2,3,0,1,1,3,3,1,1,9,9,9,0,0,9,3,32,324,14,33,2,200907,707759,1,2
2,5000,1994,0,0,0,0,0,0,20,6,82,4,5,5,1,0,1,1,1,1,1,1,1,9,9,9,3,3,2,5,51,511,0,13,1,176978,662348,1,2
4,0,0,0,0,50,0,10,0,61,5,84,4,5,4,1,0,3,4,1,3,3,1,1,9,9,6,0,0,9,7,77,77,99,99,1,220344,637051,1,1
3,0,0,0,0,71,716,281,1273,14,4,87,4,5,1,5,3,0,4,1,3,3,1,1,9,9,9,0,0,9,2,23,232,99,99,1,236211,717865,1,2
4,0,0,0,0,6,0,720,0,38,6,4,4,5,7,3,0,2,7,1,3,3,1,1,9,9,9,0,0,9,6,12,612,99,99,1,180924,605997,0,2
4,0,0,0,0,40,0,2750,0,52,2,80,4,5,7,4,1,0,4,0,0,5,1,1,9,9,9,0,0,9,4,43,432,99,99,1,190776,650348,1,2
2,2710,0,0,0,0,0,0,0,12,5,91,4,5,6,3,3,0,1,1,0,5,1,9,9,9,9,0,0,9,3,32,323,0,25,2,214510,713989,0,2
2,4000,1032,0,0,0,0,0,0,11,7,79,4,5,3,5,3,0,1,1,2,3,1,1,9,9,9,0,0,9,3,31,311,0,13,3,201918,743124,0,2
4,0,0,0,0,4,0,1390,0,51,4,84,4,5,4,10,0,4,2,1,3,3,1,1,9,9,9,0,0,9,4,41,411,99,99,1,189944,684718,1,2
4,0,0,0,0,20,0,40,0,52,12,80,4,5,3,1,0,2,4,1,3,3,1,1,9,9,9,3,2,2,4,44,442,99,99,1,177139,654564,1,2
2,7600,509,0,0,0,0,0,0,12,3,82,4,5,6,1,3,0,1,1,3,1,1,1,9,9,9,1,2,2,2,24,246,0,16,1,206788,759052,1,1
2,6700,250,0,0,0,0,0,0,12,8,13,4,5,1,8,1,0,2,1,2,3,1,1,1,2,9,0,0,9,2,22,221,0,16,3,251762,741562,1,2
4,0,0,0,0,5,0,30,0,20,6,17,4,5,6,11,1,0,5,1,4,3,1,1,9,9,9,0,0,9,5,51,511,99,99,1,184177,671477,1,2
2,8600,1726,0,0,0,0,0,0,20,6,96,4,5,5,2,3,0,1,1,2,4,1,1,9,9,9,0,0,9,5,51,512,0,14,1,183719,662505,1,2
4,0,0,0,0,70,0,630,0,12,7,11,4,5,3,8,3,0,5,1,5,3,1,1,6,2,9,0,0,9,2,46,246,99,99,1,217402,754934,0,2
2,637,0,0,0,0,0,0,0,12,10,86,4,5,7,1,2,0,1,1,3,3,1,1,9,9,9,3,3,1,3,32,323,99,26,2,208662,711744,0,2
4,0,0,0,0,562,0,30,0,51,12,25,4,5,1,1,3,0,2,1,3,3,1,1,9,9,9,1,2,2,4,41,411,99,99,1,193526,687961,0,1
4,0,0,0,0,46,0,0,0,51,11,70,4,5,3,3,0,3,5,1,1,3,1,1,9,9,9,0,0,9,4,32,432,99,99,3,191935,656917,0,2
2,8500,437,0,0,0,0,0,0,52,2,93,4,5,3,1,0,5,1,1,4,3,1,1,9,9,9,0,0,9,4,43,432,0,15,3,186878,647961,1,2
1,7100,653,319,8020002,0,0,0,0,38,4,7,4,5,3,2,0,3,1,1,4,3,1,1,9,9,9,0,0,9,6,61,614,0,14,1,158564,619216,1,2
4,0,0,0,0,672,0,220,0,14,5,85,4,5,1,2,2,0,4,1,4,3,1,1,9,9,9,0,0,9,2,23,235,99,99,1,207307,726545,1,2
2,70,697,0,0,0,0,0,0,38,4,83,1,5,7,2,0,3,1,1,3,3,1,1,9,9,9,0,0,9,6,61,613,0,13,3,164440,631672,1,2
4,0,0,0,0,316,0,10,0,34,10,78,1,5,3,19,3,0,4,1,3,4,1,1,9,9,9,0,0,9,6,62,623,99,99,1,194873,576984,0,0
2,7300,0,0,0,0,0,0,0,14,4,81,4,5,6,1,3,0,1,1,2,3,1,1,9,9,9,0,0,9,2,23,237,0,25,2,227920,734144,1,1
4,0,0,0,0,4,0,890,0,52,1,79,4,5,7,8,0,3,5,1,4,3,1,1,2,2,9,0,0,9,4,44,441,99,99,1,172936,641002,0,2
4,0,0,0,0,652,0,0,0,12,8,93,4,5,6,2,2,0,4,1,3,3,1,1,9,9,9,0,0,9,3,32,324,99,99,3,195124,714311,1,2
4,0,0,0,0,4,0,2220,0,12,3,77,4,5,6,3,0,2,3,1,4,3,1,1,9,9,9,0,0,9,3,31,311,99,99,1,208907,750264,1,2
1,6700,207,235,110002,0,0,0,0,12,7,86,4,5,3,2,3,0,1,1,2,3,1,1,9,9,9,0,0,9,2,22,221,0,16,1,250769,743760,1,2
2,7700,328,0,0,0,0,0,0,14,3,84,4,5,3,2,2,0,2,1,4,3,1,1,9,9,9,0,0,9,2,23,234,0,16,3,229266,725007,1,2
2,3000,4106,0,0,0,0,0,0,61,4,83,2,5,5,1,3,0,1,1,1,1,1,1,9,9,9,1,2,1,1,11,111,0,12,2,221411,637403,1,2
4,0,0,0,0,5,0,150,0,51,10,91,4,5,6,2,0,2,5,3,2,5,1,1,3,2,9,0,0,9,4,42,422,99,99,1,195674,668832,1,2
2,8200,133,0,0,0,0,0,0,11,3,82,4,5,3,1,1,0,1,1,2,3,1,1,9,9,9,3,3,1,3,31,311,0,16,1,207489,748791,1,1
3,0,0,0,0,70,762,449,1205,11,11,9,4,5,5,8,1,0,5,1,4,3,1,1,2,1,9,0,0,9,3,31,311,99,99,1,208602,740840,1,2
2,7500,0,0,0,0,0,0,0,12,6,82,4,5,4,1,1,0,2,1,3,3,1,1,9,9,9,3,2,1,2,24,241,0,26,2,228322,752210,1,2
4,0,0,0,0,781,0,150,0,12,2,80,4,5,5,2,3,0,4,1,3,3,1,1,9,9,9,0,0,9,2,24,241,99,99,1,219010,748194,0,2
3,0,0,0,0,40,0,1634,3727,34,7,4,4,5,2,4,1,0,1,1,1,3,1,1,8,1,7,8,0,9,6,23,623,99,99,1,183200,557152,1,2
2,2710,0,0,0,0,0,0,0,12,5,90,4,5,6,4,0,3,1,1,3,3,1,1,9,9,9,0,0,9,3,32,323,0,25,2,214510,713989,1,2
4,0,0,0,0,70,0,620,0,12,3,91,4,5,5,3,3,0,3,1,3,3,1,1,9,9,9,0,0,9,2,46,246,99,99,1,217203,754040,1,2
1,2640,114,106,390003,0,0,0,0,51,2,79,4,5,4,1,0,3,1,1,2,3,1,2,9,9,9,0,0,9,4,42,422,0,15,1,195319,667468,1,2
3,0,0,0,0,70,85,661,1227,12,2,79,4,5,2,3,0,2,5,1,4,3,1,1,9,9,9,0,0,9,2,24,246,99,99,1,215919,757449,1,2
1,3000,4360,0,0,0,0,0,0,61,2,79,4,5,5,1,0,3,1,1,4,3,2,2,9,9,9,3,4,2,1,11,111,0,12,3,222503,633835,1,2
4,0,0,0,0,4711,0,10,0,51,8,94,4,5,4,1,3,0,3,1,2,4,1,1,9,9,9,3,2,1,4,22,422,99,99,1,195813,663516,1,1
4,0,0,0,0,6,0,920,0,38,9,88,1,5,2,3,0,2,7,1,3,4,1,1,9,9,9,0,0,9,6,11,611,99,99,1,183079,625463,1,2
4,0,0,0,0,4,0,2300,0,12,5,80,4,5,1,3,0,3,4,1,3,4,1,1,9,9,9,0,0,9,2,24,246,99,99,1,209364,757903,1,2
4,0,0,0,0,574,0,170,0,12,12,69,4,5,4,3,3,0,4,1,3,3,2,2,9,9,9,0,0,9,3,24,324,99,99,1,202091,706722,1,2
2,9000,701,0,0,0,0,0,0,34,3,75,4,5,7,1,0,3,2,1,3,3,1,1,9,9,9,1,2,1,6,62,623,0,13,1,181208,573000,0,0
2,4000,354,0,0,0,0,0,0,11,1,17,4,5,6,8,1,0,1,1,4,3,1,1,2,2,9,0,0,9,3,31,311,0,13,1,199126,748036,1,1
3,0,0,0,0,8643,0,22,10447,12,11,87,4,5,6,7,1,0,1,1,1,3,2,2,9,9,9,0,0,9,2,24,243,99,99,1,234779,762921,1,2
2,5000,197,0,0,0,0,0,0,20,9,91,4,5,6,11,1,0,1,2,3,3,1,1,9,9,9,0,0,9,5,51,511,0,13,1,180226,668423,1,2
2,4000,354,0,0,0,0,0,0,11,6,7,4,5,1,1,1,0,1,1,3,3,1,1,9,9,9,4,3,9,3,31,311,0,13,1,199111,748049,1,2
1,9000,1369,0,0,0,0,0,0,34,11,84,4,5,6,2,0,3,3,1,3,3,1,1,9,9,9,0,0,9,6,62,623,0,13,3,180800,571828,1,2
2,672,102,0,0,0,0,0,0,61,10,91,4,5,5,5,3,0,1,1,2,3,1,1,9,9,9,0,0,9,1,11,111,26,31,3,212171,634662,1,2
4,0,0,0,0,65,0,270,0,12,1,94,4,5,5,3,0,2,5,1,3,3,1,1,9,9,9,0,0,9,3,32,323,99,99,1,213575,714855,1,2
2,2100,439,0,0,0,0,0,0,11,8,16,4,5,4,10,3,0,1,1,1,3,1,1,9,9,9,0,0,9,3,31,311,0,16,3,197490,740649,1,2
2,1063,102,0,0,0,0,0,0,12,2,76,4,5,3,1,3,0,1,1,3,3,2,2,9,9,9,3,3,1,2,24,243,0,16,3,226816,769113,1,2
4,0,0,0,0,42,0,940,0,52,2,79,4,5,4,2,2,0,3,1,3,3,1,1,9,9,9,0,0,9,4,44,442,99,99,1,176966,643965,1,2
4,0,0,0,0,70,0,700,0,12,4,87,4,5,7,3,2,0,2,1,3,3,1,1,9,9,9,0,0,9,2,24,245,99,99,1,215644,761240,1,2
2,654,0,0,0,0,0,0,0,12,8,90,4,5,5,4,3,0,1,1,3,3,1,1,9,9,9,0,0,9,3,32,323,99,27,2,205073,712383,1,2
3,0,0,0,0,40,402,2964,779,51,3,3,4,5,6,8,0,2,5,1,4,3,1,1,6,5,9,0,0,9,4,21,421,99,99,1,190974,670691,1,2
1,70,340,189,9020052,0,0,0,0,38,1,71,4,5,3,1,0,2,1,1,3,3,1,1,9,9,9,1,3,2,6,61,613,0,13,1,165772,632672,1,2
4,0,0,0,0,721,0,10,0,11,8,87,4,5,5,2,3,0,3,1,2,3,1,1,9,9,9,0,0,9,3,21,321,99,99,1,196427,735188,1,2
4,0,0,0,0,85,0,230,0,12,12,81,4,5,1,8,1,0,4,1,3,3,1,2,6,9,9,0,0,9,2,24,242,99,99,1,230046,759190,1,2
4,0,0,0,0,650,0,10,0,12,4,95,4,5,5,5,1,0,4,1,3,3,1,1,9,9,9,0,0,9,3,32,324,99,99,1,196909,707080,0,1
2,541,0,0,0,0,0,0,0,12,11,95,4,5,2,5,3,0,1,1,2,3,1,1,9,9,9,0,0,9,3,32,324,99,27,2,191980,715867,1,2
2,2710,0,0,0,0,0,0,0,12,6,83,4,5,1,10,3,0,1,1,2,3,1,1,9,9,9,0,0,9,3,32,323,0,25,2,214510,713989,1,2
4,0,0,0,0,4,0,221,0,12,5,86,4,5,7,8,3,0,1,1,4,3,1,1,2,1,9,0,0,9,3,31,311,99,99,4,208423,749371,1,2
1,5000,2524,2639,17790926,0,0,0,0,20,8,81,4,5,4,11,3,0,1,3,2,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,180493,663047,1,1
2,507,0,0,0,0,0,0,0,12,4,89,4,5,3,4,3,0,1,3,3,1,1,1,9,9,9,0,0,9,2,24,245,99,28,2,215589,762118,1,2
2,6700,108,0,0,0,0,0,0,12,9,85,4,5,4,2,3,0,1,1,3,1,1,1,9,9,9,0,0,9,2,22,221,0,16,3,249477,744884,0,2
4,0,0,0,0,60,0,60,0,34,2,74,4,5,6,2,3,0,5,1,3,3,1,1,9,9,9,0,0,9,6,62,623,99,99,1,185222,575729,1,1
2,4000,348,0,0,0,0,0,0,11,5,81,4,5,1,1,0,2,3,1,4,3,1,1,9,9,9,1,2,1,3,31,311,0,13,1,199819,747553,1,1
1,8300,307,0,0,0,0,0,0,52,8,90,4,5,6,1,0,2,1,1,4,3,1,1,9,9,9,1,4,1,4,44,442,0,13,3,181506,652396,1,1
4,0,0,0,0,79,0,130,0,12,8,1,4,5,1,3,1,0,5,1,3,3,1,1,9,9,9,0,0,9,2,24,241,99,99,1,219153,743610,1,2
4,0,0,0,0,65,0,150,0,12,3,87,4,5,4,3,0,2,5,1,3,3,1,1,9,9,9,0,0,9,3,24,324,99,99,1,203152,709778,1,2
4,0,0,0,0,20,0,140,0,20,5,20,4,5,7,11,0,2,5,1,2,3,1,1,9,9,9,0,0,9,5,51,511,99,99,1,179861,662579,1,1
2,8400,403,0,0,0,0,0,0,52,1,72,4,5,5,2,0,2,1,1,4,3,1,1,9,9,9,0,0,9,4,44,441,0,14,3,182318,644590,1,1
4,0,0,0,0,22,0,120,0,11,12,70,4,5,3,3,1,0,5,1,3,3,1,1,9,9,9,0,0,9,3,31,311,99,99,1,209777,749872,1,2
1,9700,227,110,270002,0,0,0,0,51,1,87,4,5,4,2,3,0,1,1,2,4,2,2,9,9,9,0,0,9,4,42,421,0,15,1,189918,674001,1,2
4,0,0,0,0,85,0,190,0,12,8,81,4,5,5,3,3,0,4,1,4,3,1,1,9,9,9,0,0,9,2,24,242,99,99,1,226298,758591,0,2
2,483,0,0,0,0,0,0,0,12,1,91,4,5,6,2,3,0,1,1,3,3,1,1,9,9,9,0,0,9,2,24,242,99,28,2,225898,759346,1,2
2,2710,0,0,0,0,0,0,0,12,5,94,4,5,5,8,3,0,1,1,1,3,1,1,5,1,9,0,0,9,3,32,323,0,25,2,214510,713989,1,0
2,7900,221,0,0,0,0,0,0,51,6,94,4,5,5,3,0,3,1,1,3,3,1,1,9,9,9,0,0,9,4,42,422,0,13,3,189527,665958,1,2
4,0,0,0,0,40,0,2830,0,52,12,79,4,5,1,9,0,3,5,1,3,3,1,1,5,2,9,0,0,9,4,22,422,99,99,1,191315,657755,1,0
4,0,0,0,0,805,0,150,0,12,11,85,4,5,3,5,1,0,1,1,1,3,1,1,9,9,9,0,0,9,2,24,241,99,99,1,230599,751390,0,2
2,6200,311,0,0,0,0,0,0,20,6,5,4,5,2,14,3,0,1,1,2,3,1,1,9,9,9,0,0,9,5,51,513,0,14,3,176073,656954,1,2
1,874,134,145,570067,0,0,0,0,14,6,86,4,5,4,2,1,0,1,1,1,3,1,1,9,9,9,0,0,9,2,23,237,0,16,1,222441,731551,1,2
2,696,0,0,0,0,0,0,0,52,11,69,4,5,5,1,3,0,1,1,4,4,1,1,9,9,9,1,2,1,4,43,432,40,18,2,186004,655274,1,1
3,0,0,0,0,70,85,661,1227,12,2,75,4,5,5,3,3,0,5,1,2,1,1,2,9,9,9,0,0,9,2,24,246,99,99,1,215919,757449,1,2
4,0,0,0,0,60,0,2120,0,14,9,90,4,5,5,3,0,3,5,1,5,3,1,1,9,9,9,0,0,9,2,23,234,99,99,1,227470,725932,1,2
1,177,104,0,0,0,0,0,0,52,5,3,4,5,6,1,0,3,1,1,3,3,1,1,9,9,9,3,3,1,4,44,441,30,31,3,183865,642292,1,2
2,7900,613,0,0,0,0,0,0,51,1,69,4,5,4,1,3,0,1,0,2,3,2,2,9,9,9,3,3,1,4,42,422,0,13,1,190902,664752,1,2
4,0,0,0,0,89,0,150,0,12,8,83,4,5,6,8,0,2,5,1,3,3,1,1,6,9,9,0,0,9,2,24,243,99,99,1,223624,770005,0,2
2,5000,2371,0,0,0,0,0,0,20,3,90,4,5,5,1,0,3,1,1,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,178864,662274,0,2
4,0,0,0,0,77,0,410,0,14,5,92,4,5,3,3,0,2,6,1,4,2,1,1,9,9,9,0,0,9,2,35,235,99,99,1,215570,735417,1,1
1,7900,304,535,10920054,0,0,0,0,51,7,95,4,5,7,8,0,3,1,1,2,3,1,1,1,1,9,0,0,9,4,42,422,0,13,1,190783,665471,1,2
4,0,0,0,0,806,0,60,0,12,3,79,4,5,6,2,3,0,4,1,3,4,1,1,9,9,9,0,0,9,2,22,222,99,99,1,237937,752543,0,2
2,5000,510,0,0,0,0,0,0,20,5,7,4,5,5,4,3,0,1,1,3,3,1,1,9,9,9,0,0,9,5,51,511,0,13,3,178641,665742,1,2
2,8000,465,0,0,0,0,0,0,12,3,79,4,5,4,2,3,0,1,1,2,3,1,1,9,9,9,0,0,9,2,21,212,0,16,3,248234,763675,1,2
2,372,0,0,0,0,0,0,0,12,5,12,1,5,5,10,3,0,1,1,1,3,1,1,9,9,9,0,0,9,2,21,212,55,31,2,252017,778543,0,1
2,3000,4452,0,0,0,0,0,0,61,7,90,4,5,3,4,3,0,3,1,2,3,1,1,9,9,9,0,0,9,1,11,111,0,12,3,219379,634811,1,2
4,0,0,0,0,70,0,600,0,12,1,2,4,5,6,8,1,0,1,1,3,3,1,1,8,9,9,0,0,9,2,24,241,99,99,1,216622,752369,0,2
4,0,0,0,0,65,0,220,0,12,1,89,4,5,5,3,0,2,5,1,3,4,1,1,9,9,9,0,0,9,3,32,323,99,99,1,209498,712484,0,2
3,0,0,0,0,232,352,651,1801,38,8,93,4,5,3,2,3,0,4,1,2,3,1,1,9,9,9,0,0,9,6,14,614,99,99,1,166188,608634,1,1
2,2730,0,0,0,0,0,0,0,51,3,92,4,5,6,2,3,0,1,2,3,3,1,1,9,9,9,0,0,9,4,41,412,0,26,2,200789,685696,1,2
2,509,0,0,0,0,0,0,0,14,1,89,4,5,6,7,3,0,1,1,3,3,5,1,9,9,4,0,0,9,2,23,237,99,26,2,232362,739109,1,2
2,3000,612,0,0,0,0,0,0,61,11,75,4,5,3,5,2,0,1,1,2,3,1,1,9,9,9,0,0,9,1,11,111,0,12,1,219353,632883,1,2
4,0,0,0,0,232,0,590,0,38,11,89,4,5,7,2,0,3,5,1,4,3,1,1,9,9,9,0,0,9,6,61,614,99,99,1,162562,603733,1,2
4,0,0,0,0,4,0,930,0,52,10,9,4,5,3,3,0,2,7,1,4,3,1,1,9,9,9,0,0,9,4,44,441,99,99,1,174698,644562,1,2
1,7900,909,124,8440012,0,0,0,0,51,1,75,4,5,3,2,0,2,1,1,4,3,1,1,9,9,9,0,0,9,4,42,422,0,13,1,188699,666626,1,2
